-0.08,-0.08,1.01
-0.09,-0.09,1.00
-0.07,-0.06,1.01
-0.07,-0.06,1.00
-0.10,-0.08,0.98
-0.09,-0.07,1.02
-0.09,-0.07,1.01
-0.09,-0.09,0.99
-0.08,-0.08,1.01
-0.08,-0.08,1.02
-0.07,-0.07,1.01
-0.08,-0.08,1.01
-0.09,-0.09,1.01
-0.09,-0.08,0.99
-0.09,-0.07,1.00
-0.08,-0.06,0.99
-0.09,-0.07,0.99
-0.09,-0.08,1.01
-0.08,-0.07,1.01
-0.08,-0.07,1.00
-0.08,-0.07,1.00
-0.08,-0.07,1.00
-0.09,-0.07,1.01
-0.09,-0.08,1.00
-0.09,-0.07,1.00
-0.08,-0.08,0.99
-0.09,-0.08,1.00
-0.08,-0.08,1.01
-0.08,-0.08,1.01
-0.07,-0.07,1.00
-0.08,-0.07,1.00
-0.08,-0.07,1.00
-0.08,-0.07,1.00
-0.08,-0.08,1.00
-0.08,-0.08,1.00
-0.08,-0.08,1.02
-0.08,-0.09,1.01
-0.08,-0.08,1.00
-0.07,-0.07,1.00
-0.07,-0.07,1.00
-0.08,-0.07,1.00
-0.08,-0.07,1.00
-0.08,-0.07,1.01
-0.07,-0.07,1.00
-0.08,-0.08,1.00
-0.08,-0.09,1.01
-0.07,-0.08,1.01
-0.07,-0.07,1.00
-0.07,-0.08,1.00
-0.08,-0.08,1.00
-0.07,-0.07,1.00
-0.08,-0.07,1.00
-0.08,-0.08,1.01
-0.08,-0.08,1.01
-0.07,-0.07,1.01
-0.07,-0.07,1.00
-0.07,-0.08,1.00
-0.07,-0.08,1.01
-0.07,-0.07,1.01
-0.08,-0.07,1.00
-0.08,-0.08,1.00
-0.08,-0.08,1.00
-0.08,-0.08,1.00
-0.07,-0.08,1.00
-0.07,-0.07,1.00
-0.07,-0.07,1.01
-0.08,-0.08,1.00
-0.08,-0.08,1.00
